question_id,explanation
2017_nrs_17_am112,"日本語の理解が不十分な外国人患者が救急外来を受診した際は、Aさんの理解度に応じた日本語で症状を聴取することが適切である。まず患者の状態把握が優先であり、理解できる範囲の日本語でコミュニケーションを試みる。在留資格の確認や大使館連絡は緊急性がなく、妻の到着まで待たせることは症状悪化のリスクがある。"
2017_nrs_17_am113,"検査費用への不安から冠動脈造影を拒む外国籍患者への説明として、医療費は国民健康保険が適用されることの説明が最も優先される。患者が「たくさんの費用は支払えない」と訴えているため、経済的不安の解消が検査受け入れの鍵となる。国民健康保険証を妻が持参しており保険適用が可能である。"
2017_nrs_17_am114,"5日分の鎮痛薬が2日でなくなったという訴えに対して、まずAさんの痛みの程度を確認することが最も優先される。薬が早く消費された原因として、痛みが強い場合、過量服用、以前の鎮痛薬の常用習慣など複数の可能性があり、まずは現在の症状を正確にアセスメントすることが重要である。"
2017_nrs_17_am115,"口腔内乾燥で食べにくいという症状は、摂食・嚥下の準備期に障害が起きていることを示す。準備期は食物を咀嚼して唾液と混合し食塊を形成する段階であり、口腔乾燥により食塊の形成が困難になる。先行期は食物の認知、咽頭期は食塊の咽頭通過、食道期は食道の蠕動運動による輸送に関する段階である。"
2017_nrs_17_am116,"食事摂取量の減少、体重減少（1か月で2kg）、活動量の低下、血清蛋白低下がみられるAさんに出現している現象として最も考えられるのは筋肉量の減少（サルコペニア）である。低栄養と活動量低下が複合的に筋肉量減少を引き起こしている。フレイル（虚弱）の前段階としても重要な所見である。脱水やROM制限の所見はなく、胃酸分泌増加の根拠もない。"
2017_nrs_17_am117,"胎児心拍数陣痛図（CTG）で胎児心拍数基線が150〜160bpmであることが正しい情報である。正常な胎児心拍数基線は110〜160bpmの範囲内であり、この値は正常範囲に含まれる。陣痛間欠や陣痛発作の数値は図の読み取りに基づくもので、母体脈拍数は胎児心拍数とは別のパラメータである。"
2017_nrs_17_am118,"分娩第1期で子宮口4cmの活動期初期にある産婦に対して、陣痛の合間に眠そうにしている場合は、眠いときは眠るように勧めることが適切である。分娩の進行に備えて体力を温存することが重要である。子宮口が全開大でないためいきむのは時期尚早であり、疲労している産婦に階段昇降は負担が大きい。"
2017_nrs_17_am119,"月経時の下腹部痛はプロスタグランディンの過剰産生によって起こる。月経時に子宮内膜から放出されるプロスタグランディンは子宮筋の強い収縮を引き起こし、痛みの原因となる。月経困難症の治療にはプロスタグランディン合成阻害薬（NSAIDs）が有効である。排卵がある月経で起こりやすく、無排卵性月経では起こりにくい。"
2017_nrs_17_am120,"月経痛に対する日常生活の指導として、下腹部を温めることが適切である。温めることで子宮の血流が改善し、プロスタグランディンの産生が抑制されて痛みが軽減する。運動量の過度な増加は疲労を招き、葉酸を含む食品を控える必要はない。腰部のマッサージは月経痛緩和に有効であり控える必要はない。"
2017_nrs_17_pm001,"WHOの健康の定義は「肉体的、精神的及び社会的に完全に良好な状態であり、単に疾病又は病弱の存在しないことではない」である。単に病気がないだけでなく、身体的・精神的・社会的に満たされた状態を健康としている。健康は基本的人権の一つであり、個人の努力だけでなく国や社会の責任も含まれる。経済的・社会的条件による差別を否定している。"
2017_nrs_17_pm002,"健康日本21（第二次）では平成34年度（2022年度）の目標として1日当たりの食塩摂取量8gが設定されている。日本人は食塩摂取量が諸外国に比べて多く、高血圧や脳卒中のリスク要因となっている。WHOの推奨は5g未満だが、日本の現状を踏まえた実現可能な目標として8gが設定された。"
2017_nrs_17_pm003,"二酸化硫黄（SO2）は酸性雨の原因物質である。石炭や石油などの化石燃料の燃焼で発生し、大気中で硫酸に変化して酸性雨となる。発がん性があるのはベンゼンやアスベストなど、じん肺は粉塵の吸入で起こり、不完全燃焼で発生するのは一酸化炭素（CO）である。"
2017_nrs_17_pm004（不備問題採点除外）,"仕事と生活の調和（ワーク・ライフ・バランス）憲章は2007年に策定された。内閣府の「仕事と生活の調和推進官民トップ会議」において、仕事と生活の調和の実現に向けた社会全体の取組みの方向性を示すものとして策定された。1947年は労働基準法制定、1967年や1987年にはこの憲章は存在しない。"
2017_nrs_17_pm005（不備問題採点除外）,"倫理原則の「正義」に該当するのは公平な資源の配分を行うことである。正義の原則は限られた医療資源を公平・公正に配分することを意味する。約束を守るのは忠誠（忠実）の原則、害を回避するのは無危害の原則、自己決定を尊重するのは自律尊重の原則にそれぞれ該当する。"
2017_nrs_17_pm006,"スピリチュアルな苦痛は人生の価値を見失い苦悩することである。スピリチュアルペインとは人生の意味や目的、存在の根源に関わる苦悩であり、「なぜ自分がこの病気に」「生きる意味がわからない」といった実存的苦痛を指す。手術後の創部痛は身体的苦痛、社会的役割の遂行不能は社会的苦痛、治療の副作用への心配は精神的苦痛に分類される。"
2017_nrs_17_pm007,"更年期の女性で増加するホルモンは卵胞刺激ホルモン（FSH）である。閉経に伴い卵巣機能が低下してエストロゲン分泌が減少すると、ネガティブフィードバックが弱まり下垂体からのFSH分泌が増加する。テストステロンは男性ホルモン、プロラクチンは授乳関連ホルモン、エストロゲンは更年期に減少する。"
2017_nrs_17_pm008,"平成25年の国民生活基礎調査では、要介護者からみた主な介護者の続柄で最も多いのは同居の配偶者である。高齢者世帯では配偶者が主な介護者となる「老老介護」が多い。同居の父母、別居の家族、同居の子の配偶者の割合はいずれも同居の配偶者より低い。"
2017_nrs_17_pm009,"訪問看護ステーションの管理者になることができる職種は看護師である。指定居宅サービス等の事業の人員、設備及び運営に関する基準により、訪問看護ステーションの管理者は看護師または保健師でなければならない。医師、介護福祉士、理学療法士は管理者になれない。"
2017_nrs_17_pm010,"股関節の内転は下肢を体の正中線に向かって近づける運動である。図で示される各運動のうち、脚を内側に閉じる動作がCに該当する。外転は脚を外側に開く動作、屈曲は脚を前方に持ち上げる動作、伸展は脚を後方に引く動作である。"
2017_nrs_17_pm011,"死の三徴候は心停止・呼吸停止・瞳孔散大（対光反射消失）であり、対光反射を観察する。対光反射は光刺激に対して瞳孔が収縮する反射で、消失は脳幹機能の停止を示す。腹壁反射は体幹の反射、輻輳反射は両眼の運動反射、深部腱反射は脊髄反射であり、死の三徴候の確認には用いない。"
2017_nrs_17_pm012（不備問題採点除外）,"潰瘍性大腸炎では腸管粘膜のびらん・潰瘍から血液やタンパク質が滲出するため、滲出性下痢が生じる。分泌性下痢はコレラなど毒素による腸管分泌亢進、脂肪性下痢は脂肪の吸収障害、浸透圧性下痢は吸収不良による腸管内浸透圧上昇で起こる。"
2017_nrs_17_pm013,"典型的なうつ病の症状は興味と喜びの喪失である。うつ病の二大症状は抑うつ気分と興味・喜びの喪失（アンヘドニア）であり、ICD-10の診断基準の核心症状である。幻聴は統合失調症、感情失禁は脳血管障害後や認知症、理由のない爽快感は躁状態の特徴である。"
2017_nrs_17_pm014,"母体から胎児への感染は垂直感染である。垂直感染とは親から子へ世代を超えて伝播する感染様式で、経胎盤感染、産道感染、母乳感染を含む。水平感染は個体間の横方向の感染、接触感染と飛沫感染は水平感染の経路の分類である。"
2017_nrs_17_pm015,"出血傾向を考慮し手術前に投与中止を検討するのはワルファリンである。ワルファリンはビタミンK拮抗薬であり抗凝固作用を持つため、手術前に中止しないと出血リスクが増大する。アドレナリンは昇圧薬、テオフィリンは気管支拡張薬、バンコマイシンは抗菌薬であり、いずれも出血には直接関与しない。"
2017_nrs_17_pm016,"インドメタシン内服薬の禁忌は消化性潰瘍である。インドメタシンはNSAIDs（非ステロイド性抗炎症薬）であり、プロスタグランディン合成を阻害して胃粘膜保護作用を低下させるため、消化性潰瘍を悪化させる。痛風、膀胱炎には使用可能であり、関節リウマチは適応疾患の一つである。"
2017_nrs_17_pm017,"ファウラー位で食事を摂るとき、誤嚥を予防する姿勢は頸部前屈位である。顎を引くことで気道の入口が狭くなり、食道への食塊の誘導がしやすくなる。頸部後屈位は気道が開放されて誤嚥リスクが高まる。側屈位や回旋位は嚥下障害のある特定の状況で用いることがある。"
2017_nrs_17_pm018,"男性に導尿を行う際、カテーテル挿入を開始するときの腹壁に対する挿入角度は80〜90度が最も適切である。男性の尿道は約20cmと長く、陰茎を腹壁に対してほぼ垂直に持ち上げて挿入することで、尿道のS字状の走行に沿ってカテーテルをスムーズに進めることができる。"
2017_nrs_17_pm019,"標準予防策において、創傷や感染のない患者への援助で使い捨て手袋が必要なのは口腔ケアである。口腔ケアでは唾液や粘膜に接触するため、体液曝露の可能性がある。標準予防策では血液・体液・粘膜・損傷した皮膚に触れる可能性がある場合に手袋を着用する。手浴・洗髪・寝衣交換では粘膜との接触はない。"
2017_nrs_17_pm020,"モルヒネの副作用（有害事象）は便秘である。モルヒネはオピオイド受容体を介して腸管の蠕動運動を抑制し、ほぼ全例に便秘が生じる。そのため予防的に下剤を併用する。出血、高血圧、粘膜障害はモルヒネの典型的な副作用ではない。他に悪心・嘔吐、眠気、呼吸抑制なども重要な副作用である。"
2017_nrs_17_pm021,"ジギタリスの副作用（有害事象）は悪心である。ジギタリス中毒の初期症状として消化器症状（悪心・嘔吐・食欲不振）が代表的であり、重篤な場合は不整脈が生じる。治療域と中毒域が近いため血中濃度のモニタリングが重要である。難聴はアミノグリコシド系、易感染は免疫抑制薬、低血糖はインスリンの副作用である。"
2017_nrs_17_pm022（不備問題採点除外）,"静脈血採血の方法として、駆血帯を巻いている時間は2分以内とすることが正しい。長時間の駆血は血液成分の変化やうっ血を引き起こす。針の刃面は上に向けて刺入する。静脈内に刺入後はゆっくり内筒を引く。抜針後は5分程度の圧迫止血を行う（1分では不十分）。"
2017_nrs_17_pm023,"呼びかけに反応はないが正常な呼吸がみられる傷病者には、まず回復体位をとる。回復体位（側臥位）は意識がない場合に気道を確保し、嘔吐物による窒息を予防する。正常な呼吸があるため胸骨圧迫やAEDは不要である。下肢挙上はショック時の対応であり、このケースには該当しない。"
2017_nrs_17_pm024（不備問題採点除外）,"褥瘡の皮膚症状として乾燥が挙げられる（採点除外問題のため公式正答に準拠）。褥瘡の初期段階では圧迫部位の皮膚に発赤、乾燥、びらんなどが生じる。進行すると水疱やびらん、壊死組織がみられる。白斑は白斑症、発疹は薬疹やアレルギーに関連する皮膚症状である。"
2017_nrs_17_pm025,"マズローの基本的欲求階層論で最高次の欲求は自己実現の欲求である。マズローは欲求を5段階に階層化し、下位から生理的欲求、安全の欲求、所属と愛の欲求、承認の欲求、自己実現の欲求の順に配置した。自己実現の欲求は自分の可能性を最大限に発揮しようとする最上位の欲求である。"
2017_nrs_17_pm026,"味覚について基本味は5つ（甘味・酸味・塩味・苦味・うま味）であることが正しい。味覚は顔面神経（鼓索神経）と舌咽神経が支配し、外転神経は関与しない。温かい物の方が味を強く感じやすく、冷たいと味覚は鈍くなる。1つの味蕾は複数の基本味を感知できる。"
2017_nrs_17_pm027,"ビタミンと生理作用の正しい組合せはビタミンE−脂質の酸化防止である。ビタミンEは抗酸化作用を持ち、細胞膜の脂質過酸化を防ぐ。ビタミンAは視覚機能に関与し嗅覚とは無関係。ビタミンDはカルシウム吸収を促進する。ビタミンKは血液凝固因子の合成に関与し、血栓溶解ではない。"
2017_nrs_17_pm028,"呼吸不全について正しいのはHugh-Jones（ヒュー・ジョーンズ）分類が呼吸困難の程度を表すことである。I〜V度の5段階で日常生活における呼吸困難の重症度を評価する。呼吸不全は動脈血酸素分圧（PaO2）が60mmHg以下の状態であり、PaCO2で分類される（I型：PaCO2正常、II型：PaCO2 45mmHg以上）。"
2017_nrs_17_pm029,"薬剤と副作用の正しい組合せはスタチン（HMG-CoA還元酵素阻害薬）−横紋筋融解症である。スタチンの重大な副作用として横紋筋融解症があり、筋肉痛やCPK上昇がみられたら投与を中止する。副腎皮質ステロイドは高血糖（低血糖ではない）、ニューキノロン系はけいれんやアキレス腱障害、アミノグリコシド系は聴覚障害・腎障害を起こす。"
2017_nrs_17_pm030,"シェーグレン症候群について正しいのは主症状が乾燥症状であることである。シェーグレン症候群は涙腺・唾液腺などの外分泌腺が自己免疫により障害される疾患で、ドライアイやドライマウスが主症状である。網膜炎ではなくドライアイが眼症状。男女比は1対9〜14と圧倒的に女性に多い。抗核抗体陽性率は約80％と高い。"
2017_nrs_17_pm031,"インフォーマルサポートは近隣住民による家事援助である。インフォーマルサポートとは、制度に基づかない非公式な支援であり、家族・友人・近隣住民・ボランティアなどによる援助を指す。介護支援専門員、医師、民生委員による支援はいずれも制度や法律に基づくフォーマルサポートである。"
2017_nrs_17_pm032,"ハイリスクアプローチは費用対効果が高いことが特徴である。リスクの高い個人を対象とするため、効率的に介入効果を得られる。ただし、リスクの低い集団には効果が及ばないため成果は恒久的とは限らない。一次予防だけでなく二次予防も目的とし、集団全体の健康向上はポピュレーションアプローチの特徴である。"
2017_nrs_17_pm033,"フィンクの危機モデルの過程は、第1段階：衝撃、第2段階：防衛的退行、第3段階：承認、第4段階：適応の順である。承認の段階では現実を受け入れ始め、抑うつ的になりながらも状況に向き合おうとする。防衛的退行では現実を回避し、適応では新しい状況に対処できるようになる。"
2017_nrs_17_pm034,"クリティカル・シンキングの思考過程で正しいのは根拠に基づいた判断を行うことである。クリティカルシンキングは客観的な根拠やエビデンスに基づいて論理的に分析・判断する思考法である。否定的にみるのではなく多角的にみる。主観ではなく客観的情報を重視し、直感ではなく分析的にアプローチする。"
2017_nrs_17_pm035,"集団指導よりも個別指導が望ましいのはHIV感染者への生活指導である。HIV感染はプライバシーへの配慮が特に重要であり、個人情報保護の観点から集団指導は適切でない。インフルエンザ予防や離乳食指導は集団指導で効率的に行え、塩分摂取の指導も地域単位の集団指導が効果的である。"
2017_nrs_17_pm036,"感染症の成立過程において、予防接種が影響を与える要素は宿主の感受性である。予防接種により宿主の免疫を獲得させることで、病原体に対する感受性を低下させ感染を予防する。病原体、感染源、感染経路に対しては消毒・滅菌や隔離などの別の対策が必要である。"
2017_nrs_17_pm037,"左側の人工股関節置換術後で、ポータブルトイレの設置位置はAさんのベッドの右側（健側）が適切である。健側である右側にポータブルトイレを置くことで、健側の下肢を軸にして安全に移動できる。足側のベッド柵を下げると転落リスクがあり、スリッパは滑りやすく危険、オーバーテーブルは動いて不安定である。"
2017_nrs_17_pm038,"1948年に「これからの看護（Nursing for the future）」を著したのはブラウン, E.L.である。この報告書は看護教育の専門職化を提言し、大学教育への移行を推進した。リチャーズは米国初の訓練を受けた看護師、レイニンガーは文化ケア理論、ゴールドマークは1923年のゴールドマーク報告で知られる。"
2017_nrs_17_pm039,"ノンレム睡眠中は大脳皮質の活動が低下している。ノンレム睡眠は脳の休息状態であり、脳波は高振幅徐波を示す。骨格筋の弛緩と夢はレム睡眠の特徴である。ノンレム睡眠中は成長ホルモンが分泌され、組織の新陳代謝は促進される（低下ではない）。"
2017_nrs_17_pm040,"麻薬の取り扱いは麻薬及び向精神薬取締法に規定されている。同法は麻薬の製造・流通・使用・管理について詳細に定めている。看護師は麻薬施用者免許を取得できない（医師・歯科医師のみ）。麻薬の廃棄は都道府県知事に届け出る。アンプルの麻薬注射液は分割使用してはならず、残液は廃棄する。"
2017_nrs_17_pm041,"成人のBLS（一次救命処置）において、胸骨圧迫と人工呼吸の回数比は30対2である。ガイドラインに基づき、30回の胸骨圧迫の後に2回の人工呼吸を繰り返す。これは救助者が1人でも2人でも同じ比率であり、質の高い胸骨圧迫を維持するために定められている。"
2017_nrs_17_pm042,"全身麻酔下の長時間手術中に体温が低下した場合、加温マットの設定温度を上げることが適切な対応である。全身麻酔中は体温調節機能が抑制されるため低体温になりやすく、低体温は出血傾向や不整脈のリスクを高める。積極的な加温による体温管理が重要である。"
2017_nrs_17_pm043,"インスリン製剤について正しいのは、飛行機に搭乗する際は手荷物として持ち込むことである。貨物室は低温になりインスリンが凍結して変性する恐れがあるため、必ず機内手荷物として持ち込む。インスリンは注射薬であり経口投与はできない。冷蔵保存が基本で冷凍は不可。注射部位は硬結予防のため毎回ずらす。"
2017_nrs_17_pm044,"廃用症候群を予防する方法として正しいのはギプス固定後からの等尺性運動である。等尺性運動（アイソメトリック運動）は関節を動かさずに筋肉を収縮させる運動で、ギプス固定中でも行える筋力維持訓練である。関節固定後の等張性運動は関節運動を伴うため固定中は不適切。マッサージは末梢から中枢に向けて行い、足底板は関節拘縮予防であって筋収縮を促すものではない。"
2017_nrs_17_pm045,"造影CTの際に最も注意が必要なのは気管支喘息の既往がある患者である。ヨード造影剤に対するアレルギー反応（アナフィラキシーショック）のリスクが高く、気管支喘息患者では重篤な副作用の発生頻度が約10倍になる。閉所恐怖はMRIで問題となり、ペースメーカーもMRIの禁忌である。上部消化管造影（バリウム）とCT造影剤は異なる薬剤である。"
2017_nrs_17_pm046,"下垂体腺腫について正しいのは、代表的な外科治療として経鼻的な経蝶形骨洞法による下垂体切除術があることである。開頭術に比べ低侵襲で合併症が少ない。下垂体腺腫で最も多いのはプロラクチノーマ（褐色細胞腫ではない）。トルコ鞍は腫瘍により拡大する。典型的な視野障害は両耳側半盲（同名半盲ではない）である。"
2017_nrs_17_pm047,"緑内障患者への説明として適切なのは「自覚症状がなくても進行しやすい病気です」である。開放隅角緑内障は自覚症状が乏しいまま視野が徐々に狭くなり、気づいたときには視野障害が進行していることが多い。一度失われた視野は回復しない。水晶体の代謝低下は白内障の病態であり、眼瞼マッサージは緑内障治療として推奨されない。"
2017_nrs_17_pm048,"梅毒について正しいのは、梅毒血清反応における生物学的偽陽性の要因に妊娠があることである。妊娠、膠原病、肝疾患などでは梅毒血清反応（STS法）が偽陽性となることがある。梅毒は梅毒トレポネーマ（細菌）による感染症でありウイルスではない。感染経路は主に性行為（接触感染）。治療の第一選択薬はペニシリン系抗菌薬である。"
2017_nrs_17_pm049,"老年期の加齢に伴う生殖器の変化として、腟壁が薄くなることが正しい。エストロゲンの減少により腟粘膜が萎縮し、腟壁が薄くなって弾力性が低下する。卵巣は萎縮する（肥大ではない）。精子は減少するが完全には消失しない。男性はテストステロンが漸減する（増加ではない）。"
2017_nrs_17_pm050,"高齢者の薬物動態の特徴として正しいのは血中濃度の半減期の延長である。加齢に伴い肝機能・腎機能が低下するため薬物の代謝・排泄が遅延し、血中半減期が延長して薬物が体内に蓄積しやすくなる。薬物の吸収は低下傾向、代謝は低下、排泄は減少する（いずれも亢進・増加ではない）。"
2017_nrs_17_pm051,"子どもの権利について述べている事項で最も古いのは児童福祉法の公布（1947年）である。児童憲章の宣言は1951年、母子保健法の公布は1965年、児童の権利に関する条約の日本の批准は1994年である。児童福祉法は戦後間もなく制定され、すべての児童の福祉を保障する基本法として位置づけられている。"
2017_nrs_17_pm052,"ピアジェの認知発達理論において2〜7歳ころの段階は前操作期である。前操作期は象徴的思考が発達する時期で、ごっこ遊びや言語能力が発達するが、論理的思考はまだ未熟で自己中心的な思考が特徴である。感覚−運動期は0〜2歳、具体的操作期は7〜11歳、形式的操作期は11歳以降に相当する。"
2017_nrs_17_pm053,"乳歯について正しいのは6〜8か月ころから生え始めることである。通常、下顎の乳中切歯から生え始め、2歳半〜3歳頃に全20本が生えそろう。乳歯は全部で20本（28本は永久歯から第三大臼歯を除いた数）。乳歯はエナメル質が薄く象牙質も未成熟であるため、う蝕になりやすい。"
2017_nrs_17_pm054,"乳児への散剤の与薬では少量の水に溶かすことが適切である。少量の水で練って頬の内側に塗布するか、少量の水に溶かしてスポイトで投与する。ミルクに混ぜると味の変化でミルク嫌いになる可能性がある。1歳未満の乳児にはちみつは乳児ボツリヌス症のリスクがあり禁忌。そのまま口に含ませると窒息の危険がある。"
2017_nrs_17_pm055,"入院中に陰圧室に隔離すべき感染症は麻疹である。麻疹は空気感染する感染症であり、陰圧室（空気感染隔離室）での管理が必要である。風疹は飛沫感染、手足口病は接触・飛沫感染、流行性耳下腺炎は飛沫感染であり、いずれも陰圧室は不要で標準的な飛沫感染予防策で対応する。"
2017_nrs_17_pm056,"閉経について正しいのは月経が永久に停止することである。閉経とは卵巣機能の衰退により月経が永久に停止した状態をいう。12か月間月経がみられない時点で閉経と判定する（3か月ではない）。閉経は卵巣機能の低下が原因であり子宮機能ではない。原発性無月経は18歳までに初経が来ない状態であり閉経とは異なる。"
2017_nrs_17_pm057,"正常な胎児の分娩機転について正しいのは、胎児の顔は母体の背側を向いて娩出されることである。胎児は骨盤内を回旋しながら下降し、最終的に顔が母体の背側（後方）を向いた状態で娩出される。骨盤内嵌入時は胎児の背中は母体の腹側（前方）にある。先進するのは後頭部。肩甲は斜径から横径方向で娩出される。"
2017_nrs_17_pm058,"母子保健施策とその対象の組合せで正しいのは養育支援訪問事業−特定妊婦である。養育支援訪問事業は児童福祉法に基づき、特定妊婦（出産後の養育に支援が必要な妊婦）を含む養育支援が必要な家庭を訪問する。育成医療は身体障害のある児童、養育医療は未熟児、健全母性育成事業は思春期の児童が対象である。"
2017_nrs_17_pm059,"精神保健活動における二次予防に該当するのは、学校を長期間欠席している児童への家庭訪問である。二次予防は早期発見・早期対応を目的とし、長期欠席は精神的問題の可能性があり早期介入の対象となる。子育てサークルへの支援やメンタルヘルス講座は一次予防（健康増進・発症予防）、復職支援は三次予防（リハビリテーション）に該当する。"
2017_nrs_17_pm060,"統合失調症の幻覚や妄想に最も関係する神経伝達物質はドパミンである。ドパミン仮説では、中脳辺縁系のドパミン活動の亢進が陽性症状（幻覚・妄想）に関与するとされる。抗精神病薬はドパミンD2受容体を遮断することで症状を改善する。セロトニンはうつ病、アセチルコリンは認知機能、ノルアドレナリンは注意・覚醒に関与する。"
2017_nrs_17_pm061,"精神科デイケアの目的で最も適切なのは対人関係能力の向上を目指すことである。デイケアはグループ活動を通じて社会性やコミュニケーション能力の回復・向上を図るリハビリテーションプログラムである。陽性症状の鎮静化は薬物療法の目的、家族の疾病理解は家族教室、単身生活の確立はデイケアだけでは達成困難である。"
2017_nrs_17_pm062,"健康保険法による訪問看護サービスでは訪問看護師が訪問看護計画を立案することが正しい。訪問看護計画書は主治医の訪問看護指示書に基づき訪問看護師が作成する。サービス対象は年齢制限がなく75歳以上に限定されない。区分支給限度基準額は介護保険の概念。交通費は利用者の実費負担である。"
2017_nrs_17_pm063,"COPDで在宅酸素療法中の患者への呼吸法の指導として、腕を上げるときは息を吐きながら行うことが適切である。上肢の挙上は呼吸補助筋を使うため呼吸が制限される。動作に合わせて呼気を行うことで呼吸困難を軽減できる。労作時は酸素流量を増やすのは正しいが質問は呼吸法について。吸気より呼気を長くし、口すぼめ呼吸が推奨される。"
2017_nrs_17_pm064,"ストーマ造設者が「2日前から腹痛がある」と訴えた場合、まず確認すべきは排便の有無である。ストーマの場合、排便が2日間以上ないことは腸閉塞の可能性を示唆し、腹痛の原因として最も優先的に確認すべき項目である。身体活動量や食物摂取状況、ストーマ周囲の皮膚状態も重要だが、腹痛の原因特定には排便状況が最優先である。"
2017_nrs_17_pm065,"膀胱留置カテーテル挿入中の患者が外出する際は、外出前に蓄尿バッグの尿を廃棄することが適切である。尿が溜まっていると移動時に逆流リスクや重さによる負担が増す。蓄尿バッグに遮光カバーは不要。カテーテルは大腿内側ではなく下腹部に固定する。カテーテルと蓄尿バッグの接続は外さないことが原則だが、外出時の尿廃棄は接続を維持したまま排液口から行う。"
2017_nrs_17_pm066,"医療安全管理を担う部門は病院長直属の位置（組織図のBの位置）に配置するのが適切である。組織横断的に活動するためには、特定の診療部門や看護部門に属さず、病院長のもとで独立した権限を持つ必要がある。これにより各部門への指示・監督が可能となる。"
2017_nrs_17_pm067,"大規模災害で複数の重症患者を受け入れている状況で、安全かつ円滑な医療のために最も重要なのは、チームで患者情報を共有し、スタッフの役割分担を明確にし、患者誤認防止に注意喚起することである。ただし、電話による安否の問い合わせに回答することは個人情報保護の観点から慎重に行う必要がある。選択肢Dは不適切。"
2017_nrs_17_pm068,"紙カルテと比較した電子カルテの特徴として、多職種間の情報共有が容易になることが正しい。電子カルテはネットワーク上で同時に複数の場所から閲覧可能であり、多職種が迅速に情報を共有できる。データ集計は電子カルテの方が容易であり、診療録の保存期間は媒体によらず同一。個人情報漏えいのリスクは電子カルテでも存在する。"
2017_nrs_17_pm069,"特殊健康診断の対象となるのは血管造影室で勤務する看護師である。血管造影室では電離放射線にばく露されるため、電離放射線健康診断（特殊健康診断）の対象となる。内視鏡室や精神科病棟、一般病棟の夜勤では特殊健康診断の対象となる有害因子への曝露はない。"
2017_nrs_17_pm070,"神経伝達物質と効果器の正しい組合せはアドレナリン−血管である。アドレナリン（ノルアドレナリン含む）は交感神経の終末から放出され、血管平滑筋のアドレナリン受容体に作用して血管収縮を引き起こす。GABAは中枢神経の抑制性伝達物質、アセチルコリンは瞳孔括約筋に作用し縮瞳を起こす。"
2017_nrs_17_pm071,"無対の静脈は門脈である。門脈は消化管や脾臓からの静脈血を集めて肝臓に運ぶ単一の血管であり、左右一対ではない。鎖骨下静脈、総腸骨静脈、内頸静脈、腕頭静脈はいずれも左右一対で存在する。"
2017_nrs_17_pm072,"血液中の濃度変化が膠質浸透圧に影響を与えるのはアルブミンである。膠質浸透圧は血漿タンパク質（主にアルブミン）によって維持され、血管内に水分を保持する力を生み出す。血小板や赤血球は浸透圧への寄与は小さい。グルコースやナトリウムイオンは晶質浸透圧に影響する。"
2017_nrs_17_pm073,"院内感染の観点から多剤耐性に注意すべきなのは緑膿菌である。緑膿菌は多くの抗菌薬に対して自然耐性を持ち、さらに多剤耐性を獲得しやすいため院内感染対策上重要な菌である。多剤耐性緑膿菌（MDRP）は治療が極めて困難となる。ジフテリア菌、破傷風菌、百日咳菌、コレラ菌は多剤耐性が院内感染で問題になることは少ない。"
2017_nrs_17_pm074,"過換気でみられるのは体循環系の血管の収縮である。過換気により血中CO2が低下（呼吸性アルカローシス）し、血管が収縮する。アルカローシスによりカルシウムイオンの遊離型が減少し、テタニー症状（手足のしびれ、筋硬直）が生じる。骨格筋は弛緩ではなく硬直し、血中酸素分圧は正常〜上昇、PaCO2は低下する。"
2017_nrs_17_pm075,"乳癌の検査で侵襲性が高いのは細胞診である。細胞診は穿刺吸引細胞診（FNA）として実施され、注射針を乳房に刺入して細胞を採取するため侵襲性がある。触診は非侵襲的、MRI検査や超音波検査は画像検査で低侵襲、マンモグラフィはX線撮影であり穿刺は行わない。なお組織診はさらに侵襲性が高い。"
2017_nrs_17_pm076,"感染症と保健所への届出期間の正しい組合せはE型肝炎−診断後直ちにである。E型肝炎は4類感染症であり、診断後直ちに届け出る必要がある。結核は2類感染症で直ちに届出、梅毒は5類感染症で7日以内、腸管出血性大腸菌感染症は3類感染症で直ちに届出、AIDSは5類感染症で7日以内に届け出る。"
2017_nrs_17_pm077,"平成24年の医療法改正により、医療計画には5疾病・5事業及び在宅医療の医療体制に関する事項を定めることとされている。5疾病はがん、脳卒中、急性心筋梗塞、糖尿病、精神疾患。5事業は救急医療、災害時における医療、へき地の医療、周産期医療、小児医療である。"
2017_nrs_17_pm078,"筋骨格系の加齢に伴う変化が発症の一因となるのは骨盤臓器脱である。加齢に伴い骨盤底筋群が脆弱化することで、子宮や膀胱などの骨盤内臓器が下垂・脱出する。肺結核は感染症、前立腺肥大症はホルモン変化、加齢黄斑変性は眼の変化、COPDは喫煙が主因である。"
2017_nrs_17_pm079,"平成25年度の調査において、養介護施設従事者等による高齢者虐待で最も多いのは身体的虐待である。施設従事者による虐待では身体的虐待が最も多く、次いで心理的虐待、介護等放棄の順となっている。養護者による虐待でも身体的虐待が最多であるが、経済的虐待の割合は養護者の方が高い。"
2017_nrs_17_pm080,"前頭側頭型認知症の患者が隣の席の人のおやつを食べてしまう行動は脱抑制に該当する。脱抑制とは社会的に不適切な行動を抑制できない状態であり、前頭側頭型認知症の前頭葉障害により生じる。常同行動は同じ行動の繰り返し、記憶障害はアルツハイマー型で顕著、物盗られ妄想もアルツハイマー型に多い特徴である。"
