question_id,department,exam_year,exam_number,category,subcategory,subtopic,difficulty,question_text,choice_a,choice_b,choice_c,choice_d,choice_e,correct_answer,explanation,has_image,image_url,is_multi_select,source,created_at
2017_nrs_17_pm002,nursing,2017,2,2. 健康に影響する要因,A.生活行動・習慣,食事と栄養,3,健康日本21（第二次）で平成34年度（2022年度）の目標として示されている1日当たりの食塩摂取量はどれか。,5g,8g,11g,14g,,B,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm003,nursing,2017,3,2. 健康に影響する要因,B.生活環境,水質、大気、土壌,3,大気汚染物質の二酸化硫黄〈SO2〉について正しいのはどれか。,発がん性がある。,じん肺を引き起こす。,酸性雨の原因物質である。,不完全燃焼によって発生する。,,C,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm004（不備問題採点除外）,nursing,2017,0,必修問題,,,3,仕事と生活の調和（ワーク・ライフ・バランス）憲章が策定された年はどれか。,1947年,1967年,1987年,2007年,,D,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm005（不備問題採点除外）,nursing,2017,0,必修問題,,,3,倫理原則の「正義」はどれか。,約束を守る。,害を回避する。,自己決定を尊重する。,公平な資源の配分を行う。,,D,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm006,nursing,2017,6,8.がん患者と家族への看護,A.がん患者の抱える苦痛,スピリチュアルな苦痛,3,スピリチュアルな苦痛はどれか。,手術後の創部痛がある。,社会的役割を遂行できない。,治療の副作用に心配がある。,人生の価値を見失い苦悩する。,,D,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm007,nursing,2017,7,7. 人間のライフサイクル各期の特徴と生活,F.成人期,生殖機能の成熟と衰退,3,更年期の女性で増加するのはどれか。,卵胞刺激ホルモン〈FSH〉,テストステロン,プロラクチン,エストロゲン,,A,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm008,nursing,2017,8,8.看護の対象としての患者と家族,A.家族の機能,家族構成員,3,平成25年（2013年）の国民生活基礎調査で、要介護者からみた主な介護者の続柄で割合が最も多いのはどれか。,同居の父母,別居の家族,同居の配偶者,同居の子の配偶者,,C,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm009,nursing,2017,9,9. 主な看護活動の場と看護の機能,A.看護活動の場と機能・役割,訪問看護ステーション,3,訪問看護ステーションの管理者になることができる職種はどれか。,医師,看護師,介護福祉士,理学療法士,,B,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm010,nursing,2017,10,10. 人体の構造と機能,A.人体の基本的な構造と正常な機能,運動系,3,"股関節の運動を図に示す。,,
内転はどれか。",&#160;,&#160;,&#160;,&#160;,,C,,true,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm011,nursing,2017,11,10. 人体の構造と機能,B.人間の死,死の三徴候,3,死の三徴候に基づいて観察するのはどれか。,腹壁反射,輻輳反射,対光反射,深部腱反射,,C,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm012（不備問題採点除外）,nursing,2017,0,必修問題,,,3,潰瘍性大腸炎によって生じるのはどれか。,滲出性下痢,分泌性下痢,脂肪性下痢,浸透圧性下痢,,A,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm013,nursing,2017,13,11. 徴候と疾患,B.主要な疾患による健康障害,精神疾患,3,典型的なうつ病の症状はどれか。,幻聴,感情失禁,理由のない爽快感,興味と喜びの喪失,,D,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm014,nursing,2017,14,11. 徴候と疾患,B.主要な疾患による健康障害,感染症,3,母体から胎児への感染はどれか。,水平感染,垂直感染,接触感染,飛沫感染,,B,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm015,nursing,2017,15,12. 薬物の作用とその管理,A.主な薬物の効果と副作用（有害事象）,抗血栓薬,3,出血傾向を考慮し手術前に投与の中止を検討するのはどれか。,アドレナリン,テオフィリン,ワルファリン,バンコマイシン,,C,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm016,nursing,2017,16,12. 薬物の作用とその管理,B.薬物の管理,禁忌,3,インドメタシン内服薬の禁忌はどれか。,痛風,膀胱炎,消化性潰瘍,関節リウマチ,,C,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm017,nursing,2017,17,14. 日常生活援助技術,A.食事,誤嚥の予防,3,Fowler〈ファウラー〉位で食事を摂るときの姿勢で誤嚥を予防するのはどれか。,頸部側屈位,頸部前屈位,頸部後屈位,頸部回旋位,,B,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm018,nursing,2017,18,14. 日常生活援助技術,B.排泄,導尿,3,男性に導尿を行う際、カテーテル挿入を開始するときの腹壁に対する挿入角度で最も適切なのはどれか。,30～40度,80～90度,120～130度,160～170度,,B,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm019,nursing,2017,19,15. 患者の安全・安楽を守る看護技術,C.感染対策対策,標準予防策<スタンダードプリコーション>,3,標準予防策〈スタンダードプリコーション〉において、創傷や感染のない患者への援助で使い捨て手袋が必要なのはどれか。,手浴,洗髪,口腔ケア,寝衣交換,,C,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm020,nursing,2017,20,12. 薬物の作用とその管理,A.主な薬物の効果と副作用（有害事象）,麻薬,3,モルヒネの副作用（有害事象）はどれか。,出血,便秘,高血圧,粘膜障害,,B,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm021,nursing,2017,21,12. 薬物の作用とその管理,A.主な薬物の効果と副作用（有害事象）,強心薬、抗不整脈薬,3,ジギタリスの副作用（有害事象）はどれか。,難聴,悪心,易感染,低血糖,,B,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm022（不備問題採点除外）,nursing,2017,0,必修問題,,,3,静脈血採血の方法で正しいのはどれか。,駆血帯を巻いている時間は2分以内とする。,針の刃面を下に向けて血管内に刺入する。,静脈内に針を刺入したら強く内筒を引く。,針を抜いてから1分程度の圧迫止血を行う。,,A,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm023,nursing,2017,23,16. 診療に伴う看護技術,F.救命救急処置,気道の確保,3,呼びかけに反応はないが正常な呼吸がみられる傷病者に対して、まず行うべき対応はどれか。,下肢を挙上する。,胸骨圧迫を行う。,回復体位をとる。,自動体外式除細動器〈AED〉を装着する。,,C,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm024（不備問題採点除外）,nursing,2017,0,必修問題,,,3,褥瘡の皮膚症状はどれか。,乾燥,水疱,白斑,発疹,,A,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm025,nursing,2017,25,6. 人間の特性,A.人間と欲求,基本的欲求,3,"マズロー,A.H.の基本的欲求階層論で最高次の欲求はどれか。",安全の欲求,承認の欲求,生理的欲求,自己実現の欲求,所属と愛の欲求,D,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm026,nursing,2017,26,5.感覚器系,E.味覚,味蕾の構造と機能,3,味覚について正しいのはどれか。,基本味は5つである。,外転神経が支配する。,冷たい物ほど味が濃いと感じる。,1つの味蕾は1種類の基本味を知覚する。,,A,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm027,nursing,2017,27,12.代謝系,B.物質代謝,栄養素の代謝,3,ビタミンと生理作用の組合せで正しいのはどれか。,ビタミンA -- 嗅覚閾値の低下,ビタミンD -- Fe<sup>2＋</sup>吸収の抑制,ビタミンE -- 脂質の酸化防止,ビタミンK -- 血栓の溶解,,C,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm028,nursing,2017,28,10.呼吸機能障害のある患者の看護,A.原因と障害の程度のアセスメントと看護,換気障害,3,呼吸不全について正しいのはどれか。,喘息の重積発作によって慢性呼吸不全になる。,動脈血酸素分圧〈PaO<sub>2</sub>〉で2つの型に分類される。,動脈血二酸化炭素分圧〈PaCO<sub>2</sub>〉が60mmHg以下をいう。,Hugh-Jones〈ヒュー・ジョーンズ〉分類は呼吸困難の程度を表す。,,D,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm029,nursing,2017,29,4.疾病にたいする医療,B.薬剤の特性,薬理作用と副作用（有害事象）,3,薬剤とその副作用（有害事象）の組合せで正しいのはどれか。,副腎皮質ステロイド -- 低血糖,ニューキノロン系抗菌薬 -- 髄膜炎,アミノグリコシド系抗菌薬 -- 視神経障害,スタチン〈HMG-CoA還元酵素阻害薬〉 -- 横紋筋融解症,,D,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm030,nursing,2017,30,11.免疫機能,A.自己免疫疾患の病態と診断・治療,Sjögren＜シェーグレン＞症候群全身性強皮症,3,Sjögren〈シェーグレン〉症候群について正しいのはどれか。,網膜炎を合併する。,男女比は1対1である。,主症状は乾燥症状である。,抗核抗体の陽性率は30％程度である。,,C,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm031,nursing,2017,31,2.社会の中の集団,A.地域や職場における機能,フォーマルサポート、インフォーマルサポート,3,インフォーマルサポートはどれか。,介護支援専門員による居宅サービス計画の作成,医師による居宅療養管理指導,近隣住民による家事援助,民生委員による相談支援,,C,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm032,nursing,2017,32,6.健康と公衆衛生,A.公衆衛生の理念,一次予防、二次予防、三次予防,3,ハイリスクアプローチについて正しいのはどれか。,費用対効果が高い。,成果が恒久的である。,一次予防を目的とする。,集団全体の健康状態の向上に貢献する。,,A,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm033,nursing,2017,33,3.急性期にある患者と家族の看護,B.急性期における看護の基本,危機的状態への支援,3,"フィンク,S.L.の危機モデルの過程で第3段階はどれか。",防衛的退行,衝撃,適応,承認,,D,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm034,nursing,2017,34,2.看護の展開,B.基盤となる思考過程,根拠に基づいた看護＜EBN＞クリティカル・シンキング,3,クリティカル・シンキングの思考過程で正しいのはどれか。,物事を否定的にみる。,主観的情報を重視する。,直感的にアプローチをする。,根拠に基づいた判断を行う。,,D,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm035,nursing,2017,35,3.看護における基本技術,B.学習支援,学習支援の方法と媒体,3,学習支援として、集団指導よりも個別指導が望ましいのはどれか。,小学生へのインフルエンザ予防の指導,塩分摂取量が多い地域住民への食事指導,ヒト免疫不全ウイルス〈HIV〉感染者への生活指導,3～4か月児健康診査に来た保護者への離乳食の指導,,C,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm036,nursing,2017,36,3.看護における基本技術,F.感染防止対策,感染の成立と予防,3,感染症の成立過程において、予防接種が影響を与える要素はどれか。,病原体,感染源,感染経路,宿主の感受性,,D,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm037,nursing,2017,37,5.高齢者の生活を支える看護,B.高齢者の安全な活動への援助,身体機能・認知機能に応じた環境の整備,3,"Aさん（85歳、女性）。左側の人工股関節置換術後10日である。日中は看護師の援助によって車椅子でトイレまで行くことは可能であるが、夜間はポータブルトイレを使用している。,,
Aさんの夜間の療養環境を整える上で適切なのはどれか。",足側のベッド柵は下げておく。,着脱しやすいスリッパを用意する。,ポータブルトイレはAさんのベッドの右側に置く。,移動時につかまれるようにオーバーテーブルを整える。,,C,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm038,nursing,2017,38,1.看護の基本となる概念,A.看護の本質,看護の変遷,3,1948年に、看護教育の現状等に関する大規模な調査報告書「これからの看護〈Nursing for the future〉」を著した人物はどれか。,"リチャーズ,L.","ブラウン,E.L.","レイニンガー,M.M.","ゴールドマーク,J.C.",,B,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm039,nursing,2017,39,4.日常生活援助技術,E.休息と睡眠,休息と睡眠に影響する要因休息と睡眠のアセスメント,3,ノンレム睡眠中の状態で正しいのはどれか。,骨格筋が弛緩している。,夢をみていることが多い。,大脳皮質の活動が低下している。,組織の新陳代謝が低下している。,,C,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm040,nursing,2017,40,11.人々の健康を支える職種やサービス提供体制に関する法や施策,D.その他の役割,医薬品と医療機器の取り扱い,3,麻薬の取り扱いで正しいのはどれか。,看護師は麻薬施用者免許を取得できる。,麻薬を廃棄したときは市町村長に届け出る。,アンプルの麻薬注射液は複数の患者に分割して用いる。,麻薬及び向精神薬取締法に管理について規定されている。,,D,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm041,nursing,2017,41,5.診療に伴う看護技術,E.救命救急処置,一次救命処置＜BLS＞,3,成人に対する一次救命処置〈BLS〉において、胸骨圧迫と人工呼吸との回数比で正しいのはどれか。,20対1,20対2,30対1,30対2,,D,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm042,nursing,2017,42,5.周術期にある患者と家族の看護,B.術中の看護,麻酔による影響と援助,3,"成人男性に対する全身麻酔下の膵頭十二指腸切除術が9時に開始されてから40分間の経過を表に示す。,,
9時40分の時点で、間接介助の看護師が医師に確認の上、実施することとして適切なのはどれか。",輸血を準備する。,下半身を心臓より高くする。,加温マットの設定温度を上げる。,次の尿量測定を40分後に実施する。,,C,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm043,nursing,2017,43,15.内分泌機能障害のある患者の看護,C.治療を受ける患者への看護,インスリン補充療法,3,インスリン製剤について正しいのはどれか。,経口投与が可能である。,冷凍庫で長期保存できる。,皮下注射は同じ部位に行う。,飛行機に搭乗する際は手荷物として持ち込む。,,D,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm044,nursing,2017,44,5.高齢者の生活を支える看護,B.高齢者の安全な活動への援助,活動の縮小の影響(廃用症候群、フレイル、閉じこもり）,3,廃用症侯群を予防する方法で正しいのはどれか。,関節固定後の等張性運動,ギプス固定後からの等尺性運動,下腿の中枢から末梢へのマッサージ,足底板の装着による下腿三頭筋の収縮,,B,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm045,nursing,2017,45,5.診療に伴う看護技術,F. 生体機能のモニタリング,生体検査（エックス線撮影、超音波、CT、MRI、心電図、内視鏡、核医学）,3,造影CTの際に最も注意が必要なのはどれか。,閉所に対する恐怖がある患者,気管支喘息の既往がある患者,ペースメーカーを装着している患者,既往に上部消化管造影検査後の腹痛がある患者,,B,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm046,nursing,2017,46,8.内部環境調節機能,A.内分泌系の疾患の病態と診断・治療,腫瘍（下垂体腫瘍、甲状腺癌）,3,下垂体腺腫について正しいのはどれか。,褐色細胞腫が最も多い。,トルコ鞍の狭小化を認める。,典型的な視野障害として同名半盲がある。,代表的な外科治療として経鼻的な経蝶形骨洞法による下垂体切除術がある。,,D,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm047,nursing,2017,47,12.神経機能,C.感覚器系の疾患の病態と診断・治療,視覚障害（白内障、緑内障、網膜剥離、網膜症）聴覚障害（難聴、Ménière＜メニエール＞病）,3,緑内障と診断された患者への説明で適切なのはどれか。,「治療すれば視野障害は改善します」,「水晶体の代謝が低下して起こる病気です」,「自覚症状がなくても進行しやすい病気です」,「眼瞼のマッサージが眼圧降下に効果的です」,,C,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm048,nursing,2017,48,10.全身の感染性疾患,A.感染性疾患の病態と診断・治療,細菌による感染症（結核、コレラ、破傷風、梅毒）,3,梅毒について正しいのはどれか。,ウイルス感染症である。,感染経路は空気感染である。,治療の第一選択薬はステロイド外用薬である。,梅毒血清反応における生物学的偽陽性の要因に妊娠がある。,,D,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm049,nursing,2017,49,3.高齢者の健康,B.老年期における身体機能の変化,生殖器系,3,老年期の加齢に伴う生殖器および生殖機能の変化で正しいのはどれか。,卵巣が肥大する。,腟壁が薄くなる。,精液中の精子がなくなる。,男性はテストステロンが増加する。,,B,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm050,nursing,2017,50,6.さまざまな健康状態や受療状況に応じた高齢者の看護,H.薬物治療を受ける高齢者の看護,高齢者の薬物動態の特徴高齢者の服薬行動の特徴ポリファーマシー,3,高齢者の薬物動態の特徴で正しいのはどれか。,薬物の吸収の亢進,薬物の代謝の亢進,薬物の排泄の増加,血中濃度の半減期の延長,,D,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm051,nursing,2017,51,5.社会福祉の基本,F.児童に関する制度,児童福祉法,3,子どもの権利について述べている事項で最も古いのはどれか。,児童憲章の宣言,児童福祉法の公布,母子保健法の公布,児童の権利に関する条約の日本の批准,,B,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm052,nursing,2017,52,2.子どもの成長・発達,A.子どもの成長・発達の原則と影響因子,発達課題と発達理論,3,ピアジェ、J.（Piaget、J.）の認知発達理論において2～7歳ころの段階はどれか。,感覚 - 運動期,具体的操作期,形式的操作期,前操作期,,D,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm053,nursing,2017,53,2.子どもの成長・発達,C.小児期における成長・発達の特徴,生歯,3,乳歯について正しいのはどれか。,6～8か月ころから生え始める。,5～7歳ころに生えそろう。,全部で28本である。,う蝕になりにくい。,,A,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm054,nursing,2017,54,5.検査や処置を受ける子どもと家族への看護,A.小児特有の診療（検査、処置）に伴う技術と看護,与薬,3,乳児への散剤の与薬について、親に指導する内容で適切なのはどれか。,ミルクに混ぜる。,はちみつに混ぜる。,少量の水に溶かす。,そのまま口に含ませる。,,C,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm055,nursing,2017,55,3.看護における基本技術,F.感染防止対策,標準予防策＜スタンダードプリコーション＞と感染経路別予防策,3,入院中に陰圧室に隔離すべき感染症はどれか。,麻疹,風疹,手足口病,流行性耳下腺炎,,A,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm056,nursing,2017,56,3.女性のライフサイクル各期における看護,C.更年期・老年期女性の健康と看護,ホルモンの変化,3,閉経について正しいのはどれか。,月経は永久に停止する。,子宮機能の低下で生じる。,原発性無月経のことである。,月経が3か月みられない時点で閉経と判定する。,,A,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm057,nursing,2017,57,5.分娩期の看護,A.正常な分娩の経過と分娩期の異常,分娩経過と進行胎児心拍数,3,正常な胎児の分娩機転について正しいのはどれか。,骨盤内嵌入時、胎児の背中は母体の背側にある。,胎児の前頭部が先進する。,胎児の顔は母体の背側を向いて娩出される。,肩甲横径が骨盤の横径に一致する方向で娩出される。,,C,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm058,nursing,2017,58,9.保健活動の基盤と制度,B.母子保健,保健指導、訪問指導,3,母子保健施策とその対象の組合せで正しいのはどれか。,育成医療 -- 結核児童,養育医療 -- 学齢児童,健全母性育成事業 -- 高齢妊婦,養育支援訪問事業 -- 特定妊婦,,D,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm059,nursing,2017,59,1.精神保健の基本,A.精神の健康の概念,精神障害の一次予防・二次予防・三次予防,3,精神保健活動における二次予防に該当するのはどれか。,地域の子育てサークルへの支援,休職中のうつ病患者への復職支援,企業内でのメンタルヘルス講座の開催,学校を長期間欠席している児童への家庭訪問,,D,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm060,nursing,2017,60,4.精神疾患・障害がある者とその家族への看護,A.脳の仕組みと精神機能,神経伝達物質と精神機能・薬理作用,3,統合失調症の幻覚や妄想に最も関係する神経伝達物質はどれか。,ドパミン,セロトニン,アセチルコリン,ノルアドレナリン,,A,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm061,nursing,2017,61,4.精神疾患・障害がある者とその家族への看護,G.精神保健医療福祉に関する社会資源の活用と調整,精神科デイケア、精神科ナイトケア,3,精神科デイケアの目的で最も適切なのはどれか。,陽性症状を鎮静化する。,家族の疾病理解を深める。,単身で生活できるようにする。,対人関係能力の向上を目指す。,,D,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm062,nursing,2017,62,4.地域・在宅看護実践をめぐる制度の概要,A.訪問看護制度の理解,訪問看護の対象と提供方法,3,健康保険法による訪問看護サービスで正しいのはどれか。,サービス対象は75歳以上である。,訪問看護師が訪問看護計画を立案する。,要介護状態区分に応じて区分支給限度基準額が定められている。,利用者の居宅までの訪問看護師の交通費は、診療報酬に含まれる。,,B,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm063,nursing,2017,63,6.症状・疾患・治療に応じた地域・在宅看護,B.主な疾患等に応じた在宅看護,呼吸器疾患心不全,3,"Aさん（75歳、男性）。1人暮らし。慢性閉塞性肺疾患〈COPD〉のため、2年前から在宅酸素療法を開始し、週に2回の訪問看護を利用している。訪問看護師はAさんから「最近、洗濯物を干すときに息が苦しくて疲れるが、自分でできることは続けたい」と相談された。,,
Aさんの労作時の息苦しさを緩和する方法について、訪問看護師が行う指導で適切なのはどれか。",労作時は酸素流量を増やす。,呼吸は呼気より吸気を長くする。,動作に合わせて短速呼吸をする。,腕を上げるときは息を吐きながら行う。,,D,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm064,nursing,2017,64,7.在宅療養生活を支える看護,C.在宅療養者の排泄を支えるケア,ストーマケア用品の種類と使用,3,"Aさん（80歳、男性）は、20年前に大腸癌でストーマを造設し、現在週1回の訪問看護を利用している。訪問看護師は、訪問時にAさんから「2日前から腹痛がある」と相談を受けた。Aさんのバイタルサインは、体温36.4℃、呼吸数24/分、脈拍84/分、血圧138/60mmHgである。,,
訪問看護師がAさんの腹痛をアセスメントするための情報で最も優先度が高いのはどれか。",排便の有無,身体活動量,食物の摂取状況,ストーマ周囲の皮膚の状態,,A,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm065,nursing,2017,65,7.在宅療養生活を支える看護,C.在宅療養者の排泄を支えるケア,尿道カテーテル管理,3,"Aさん（70歳、男性）。1人暮らし。脳出血の手術後、回復期リハビリテーション病棟に入院中である。神経因性膀胱のため、膀胱留置カテーテルを挿入している。要介護2で、退院後は看護小規模多機能型居宅介護を利用する予定である。,,
退院後にAさんが行う膀胱留置カテーテルの管理で適切なのはどれか。",蓄尿バッグに遮光カバーをかぶせる。,カテーテルは大腿の内側に固定する。,外出前に蓄尿バッグの尿を廃棄する。,カテーテルと蓄尿バッグの接続は外さない。,,C,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm066,nursing,2017,66,1.看護におけるマネジメント,E.医療安全を維持する仕組みと対策,安全管理体制整備、医療安全文化の醸成,3,"A病院の組織図を図に示す。,,
医療安全管理を担う部門が、組織横断的な活動をするのに適切な位置はどれか。",&#x2460;,&#x2461;,&#x2462;,&#x2463;,,B,,true,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm067,nursing,2017,67,2.災害と看護,A.災害時の医療を支えるしくみ,災害時の医療体制,3,"高速道路で衝突事故が発生し、20人が受傷した。A病院は、5人の重症患者を受け入れ、あわただしい雰囲気となっている。,,
医療を安全かつ円滑に行うために、救急外来のリーダー看護師に求められる役割として誤っているのはどれか。",チームで患者情報を共有する。,スタッフの役割分担を明確にする。,患者誤認が生じないように注意喚起する。,電話による安否の問い合わせに回答する。,,D,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm068,nursing,2017,68,1.看護におけるマネジメント,D.看護業務に関する情報に係る技術と取扱い,診療記録等の電子化と医療情報システム,3,紙カルテと比較したときの電子カルテの特徴として正しいのはどれか。,データ集計が困難である。,診療録の保存期間が短い。,多職種間の情報共有が容易になる。,個人情報漏えいの危険性がなくなる。,,C,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm069,nursing,2017,69,10.生活者の健康増進,B.職場の健康管理,労働安全衛生法,3,医療機関に勤務する看護師のうち、特殊健康診断の対象となるのはどれか。,内視鏡室で勤務する看護師,精神科病棟で勤務する看護師,血管造影室で勤務する看護師,一般病棟で勤務する夜勤専従の看護師,,C,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm070,nursing,2017,70,3.神経系,C.末梢神経系の構造と機能,自律神経,3,神経伝達物質と効果器の組合せで正しいのはどれか。,&#947;-アミノ酪酸〈GABA〉 -- 気管,アセチルコリン -- 瞳孔散大筋,アドレナリン -- 血管,セロトニン -- 心筋,ドパミン -- 汗腺,C,,false,,false,notebooklm,2026-04-05T01:24:41.681Z
2017_nrs_17_pm071,nursing,2017,71,6.循環器系,B.血管系の構造と機能,門脈系,3,無対の静脈はどれか。,鎖骨下静脈,総腸骨静脈,内頸静脈,腕頭静脈,門脈,E,,false,,false,notebooklm,2026-04-05T01:24:41.682Z
2017_nrs_17_pm072,nursing,2017,72,8.体液,B.体液の調節,浸透圧調節,3,血液中の濃度の変化が膠質浸透圧に影響を与えるのはどれか。,血小板,赤血球,アルブミン,グルコース,ナトリウムイオン,C,,false,,false,notebooklm,2026-04-05T01:24:41.682Z
2017_nrs_17_pm073,nursing,2017,73,3.基本的な病因とその成り立ち,"""C","人と病原体の関わり""",3,院内感染の観点から、多剤耐性に注意すべきなのはどれか。,ジフテリア菌,破傷風菌,百日咳菌,コレラ菌,緑膿菌,E,,false,,false,notebooklm,2026-04-05T01:24:41.682Z
2017_nrs_17_pm074,nursing,2017,74,10.呼吸器系,D.呼吸,呼吸調節,3,過換気でみられるのはどれか。,骨格筋の弛緩,血中酸素分圧の低下,体循環系の血管の収縮,代謝性アルカローシス,血中二酸化炭素分圧の上昇,C,,false,,false,notebooklm,2026-04-05T01:24:41.682Z
2017_nrs_17_pm075,nursing,2017,75,21.性・生殖・乳腺機能障害のある患者の看護,B.検査・処置を受ける患者への看護,マンモグラフィー,3,乳癌の検査で侵襲性が高いのはどれか。,触診,細胞診,MRI検査,超音波検査,マンモグラフィ,B,,false,,false,notebooklm,2026-04-05T01:24:41.682Z
2017_nrs_17_pm076,nursing,2017,76,7.公衆衛生における感染症と対策,A.感染症の基本,感染症の予防及び感染症の患者に対する医療に関する法律＜感染症法＞,3,感染症と保健所への届出期間の組合せで正しいのはどれか。,結核 -- 診断後7日以内,梅毒 -- 診断後直ちに,E型肝炎 -- 診断後直ちに,腸管出血性大腸菌感染症 -- 診断後7日以内,後天性免疫不全症候群〈AIDS〉 -- 診断後直ちに,C,,false,,false,notebooklm,2026-04-05T01:24:41.682Z
